,Munro Name,Time,Cloud Cover,Max Temperature (°C),Min Temperature (°C),Base Max Temperature (°C),Base Min Temperature (°C)
15,Braeriach,AM,cloudy,8,7,15,12
16,Braeriach,PM,cloudy,10,9,16,15
17,Braeriach,night,light rain,10,9,14,13
0,Broad Cairn,AM,some clouds,10,8,16,14
1,Broad Cairn,PM,rain shwrs,10,9,16,15
2,Broad Cairn,night,rain shwrs,9,7,13,10
3,Broad Cairn,AM,some clouds,11,9,17,14
4,Broad Cairn,PM,some clouds,12,11,18,16
5,Broad Cairn,night,some clouds,10,9,14,13
6,Broad Cairn,AM,light rain,12,10,18,15
7,Broad Cairn,PM,light rain,12,12,18,17
8,Broad Cairn,night,light rain,10,10,14,13
9,Broad Cairn,AM,light rain,10,9,14,13
10,Broad Cairn,PM,light rain,9,8,13,12
11,Broad Cairn,night,light rain,7,4,11,9
12,Broad Cairn,AM,some clouds,7,6,13,12
13,Broad Cairn,PM,cloudy,7,7,13,12
14,Broad Cairn,night,some clouds,8,7,12,11
15,Broad Cairn,AM,some clouds,11,9,16,14
16,Broad Cairn,PM,cloudy,12,11,17,17
17,Broad Cairn,night,rain shwrs,12,12,15,14
0,Buachaille Etive Beag,AM,light rain,8,7,16,15
1,Buachaille Etive Beag,PM,rain shwrs,8,8,17,16
2,Buachaille Etive Beag,night,some clouds,9,8,13,12
3,Buachaille Etive Beag,AM,clear,11,10,19,16
4,Buachaille Etive Beag,PM,some clouds,12,12,20,19
5,Buachaille Etive Beag,night,some clouds,10,9,15,13
6,Buachaille Etive Beag,AM,rain shwrs,11,10,19,17
7,Buachaille Etive Beag,PM,cloudy,11,11,19,19
8,Buachaille Etive Beag,night,light rain,10,10,15,15
9,Buachaille Etive Beag,AM,light rain,10,10,15,15
10,Buachaille Etive Beag,PM,rain shwrs,10,10,18,17
11,Buachaille Etive Beag,night,rain shwrs,8,5,14,11
12,Buachaille Etive Beag,AM,cloudy,7,6,15,14
13,Buachaille Etive Beag,PM,light rain,7,7,15,14
14,Buachaille Etive Beag,night,rain shwrs,8,7,13,12
15,Buachaille Etive Beag,AM,rain shwrs,10,9,15,15
16,Buachaille Etive Beag,PM,light rain,11,10,15,13
17,Buachaille Etive Beag,night,light rain,11,11,15,13
0,Buachaille Etive Mor,AM,light rain,7,7,12,11
1,Buachaille Etive Mor,PM,rain shwrs,8,8,12,12
2,Buachaille Etive Mor,night,some clouds,9,7,10,10
3,Buachaille Etive Mor,AM,clear,10,10,15,13
4,Buachaille Etive Mor,PM,some clouds,11,11,16,15
5,Buachaille Etive Mor,night,some clouds,10,8,13,11
6,Buachaille Etive Mor,AM,rain shwrs,11,9,15,13
7,Buachaille Etive Mor,PM,cloudy,11,11,15,15
8,Buachaille Etive Mor,night,light rain,10,9,13,12
9,Buachaille Etive Mor,AM,light rain,10,9,12,12
10,Buachaille Etive Mor,PM,rain shwrs,10,9,14,13
11,Buachaille Etive Mor,night,rain shwrs,7,4,11,8
12,Buachaille Etive Mor,AM,cloudy,6,5,11,10
13,Buachaille Etive Mor,PM,light rain,7,7,11,10
14,Buachaille Etive Mor,night,rain shwrs,8,7,10,10
15,Buachaille Etive Mor,AM,rain shwrs,10,9,13,12
16,Buachaille Etive Mor,PM,light rain,11,10,12,12
17,Buachaille Etive Mor,night,light rain,11,11,13,12
0,Bynack More,AM,rain shwrs,8,7,15,13
1,Bynack More,PM,rain shwrs,9,8,16,15
2,Bynack More,night,some clouds,7,7,13,10
3,Bynack More,AM,some clouds,10,8,17,14
4,Bynack More,PM,some clouds,11,11,18,17
5,Bynack More,night,some clouds,9,9,14,14
6,Bynack More,AM,light rain,11,9,18,15
7,Bynack More,PM,cloudy,12,11,18,18
8,Bynack More,night,light rain,10,9,15,13
9,Bynack More,AM,light rain,9,8,13,13
10,Bynack More,PM,light rain,8,7,13,12
11,Bynack More,night,rain shwrs,5,4,11,9
12,Bynack More,AM,some clouds,6,5,12,12
13,Bynack More,PM,light rain,6,6,13,12
14,Bynack More,night,some clouds,7,6,12,11
15,Bynack More,AM,some clouds,10,8,17,14
16,Bynack More,PM,cloudy,11,11,18,17
17,Bynack More,night,rain shwrs,11,11,15,14
0,Cairn Toul,AM,rain shwrs,6,5,13,11
1,Cairn Toul,PM,light rain,7,7,14,13
2,Cairn Toul,night,some clouds,6,6,11,10
3,Cairn Toul,AM,some clouds,8,7,15,13
4,Cairn Toul,PM,some clouds,10,9,17,16
5,Cairn Toul,night,cloudy,8,8,13,13
6,Cairn Toul,AM,rain shwrs,9,8,16,14
7,Cairn Toul,PM,light rain,10,10,16,16
8,Cairn Toul,night,rain shwrs,9,8,14,12
9,Cairn Toul,AM,light rain,8,7,12,12
10,Cairn Toul,PM,light rain,7,6,12,11
11,Cairn Toul,night,rain shwrs,4,2,10,8
12,Cairn Toul,AM,some clouds,4,3,11,10
13,Cairn Toul,PM,light rain,5,5,11,10
14,Cairn Toul,night,some clouds,7,5,10,10
15,Cairn Toul,AM,cloudy,8,7,15,12
16,Cairn Toul,PM,cloudy,10,9,16,15
17,Cairn Toul,night,light rain,11,9,14,13
0,Cairngorm,AM,rain shwrs,7,5,13,12
1,Cairngorm,PM,light rain,7,7,14,13
2,Cairngorm,night,some clouds,6,6,11,9
3,Cairngorm,AM,some clouds,9,7,15,13
4,Cairngorm,PM,some clouds,10,10,17,16
5,Cairngorm,night,cloudy,9,8,13,12
6,Cairngorm,AM,rain shwrs,9,8,16,14
7,Cairngorm,PM,cloudy,10,10,17,16
8,Cairngorm,night,rain shwrs,9,8,14,12
9,Cairngorm,AM,light rain,8,7,12,12
10,Cairngorm,PM,light rain,7,6,12,11
11,Cairngorm,night,rain shwrs,4,3,10,8
12,Cairngorm,AM,some clouds,4,4,11,10
13,Cairngorm,PM,light rain,5,5,11,10
14,Cairngorm,night,some clouds,7,5,10,9
15,Cairngorm,AM,cloudy,9,8,15,12
16,Cairngorm,PM,cloudy,10,10,16,15
17,Cairngorm,night,light rain,11,10,14,13
0,Carn a' Chlamain,AM,some clouds,10,8,16,14
1,Carn a' Chlamain,PM,rain shwrs,10,10,16,16
2,Carn a' Chlamain,night,some clouds,8,8,14,11
3,Carn a' Chlamain,AM,some clouds,12,10,18,15
4,Carn a' Chlamain,PM,some clouds,13,12,20,18
5,Carn a' Chlamain,night,some clouds,11,9,15,14
6,Carn a' Chlamain,AM,light rain,12,10,19,16
7,Carn a' Chlamain,PM,light rain,13,13,20,19
8,Carn a' Chlamain,night,rain shwrs,11,10,16,14
9,Carn a' Chlamain,AM,light rain,10,9,15,14
10,Carn a' Chlamain,PM,light rain,9,8,14,13
11,Carn a' Chlamain,night,rain shwrs,8,4,12,9
12,Carn a' Chlamain,AM,some clouds,7,6,14,13
13,Carn a' Chlamain,PM,rain shwrs,8,7,14,13
14,Carn a' Chlamain,night,some clouds,9,7,12,10
15,Carn a' Chlamain,AM,some clouds,11,9,17,14
16,Carn a' Chlamain,PM,cloudy,12,12,18,17
17,Carn a' Chlamain,night,rain shwrs,12,11,15,14
0,Càrn a' Gheòidh,AM,some clouds,10,8,15,13
1,Càrn a' Gheòidh,PM,rain shwrs,10,10,15,14
2,Càrn a' Gheòidh,night,some clouds,9,7,13,10
3,Càrn a' Gheòidh,AM,some clouds,11,9,17,14
4,Càrn a' Gheòidh,PM,some clouds,13,12,18,16
5,Càrn a' Gheòidh,night,some clouds,10,10,13,13
6,Càrn a' Gheòidh,AM,rain shwrs,12,10,17,15
7,Càrn a' Gheòidh,PM,light rain,13,12,18,17
8,Càrn a' Gheòidh,night,light rain,11,10,14,13
9,Càrn a' Gheòidh,AM,light rain,10,9,13,13
10,Càrn a' Gheòidh,PM,light rain,9,8,13,12
11,Càrn a' Gheòidh,night,rain shwrs,7,4,11,8
12,Càrn a' Gheòidh,AM,some clouds,7,6,12,11
13,Càrn a' Gheòidh,PM,some clouds,7,7,12,12
14,Càrn a' Gheòidh,night,some clouds,8,7,11,10
15,Càrn a' Gheòidh,AM,some clouds,11,9,16,13
16,Càrn a' Gheòidh,PM,cloudy,12,12,17,16
17,Càrn a' Gheòidh,night,rain shwrs,12,11,14,13
0,Càrn a' Mhàim,AM,rain shwrs,9,7,15,13
1,Càrn a' Mhàim,PM,light rain,9,9,15,15
2,Càrn a' Mhàim,night,some clouds,8,7,13,11
3,Càrn a' Mhàim,AM,some clouds,11,9,17,14
4,Càrn a' Mhàim,PM,some clouds,12,12,18,17
5,Càrn a' Mhàim,night,cloudy,10,9,15,14
6,Càrn a' Mhàim,AM,rain shwrs,11,10,17,15
7,Càrn a' Mhàim,PM,light rain,12,12,18,18
8,Càrn a' Mhàim,night,rain shwrs,11,9,15,14
9,Càrn a' Mhàim,AM,light rain,9,9,13,13
10,Càrn a' Mhàim,PM,light rain,9,7,13,12
11,Càrn a' Mhàim,night,rain shwrs,6,4,11,9
12,Càrn a' Mhàim,AM,some clouds,6,6,12,12
13,Càrn a' Mhàim,PM,light rain,7,7,13,12
14,Càrn a' Mhàim,night,some clouds,8,7,11,11
15,Càrn a' Mhàim,AM,cloudy,10,9,16,13
16,Càrn a' Mhàim,PM,cloudy,12,11,17,17
17,Càrn a' Mhàim,night,light rain,11,11,15,14
0,Càrn Aosda,AM,some clouds,10,9,15,14
1,Càrn Aosda,PM,rain shwrs,11,10,16,15
2,Càrn Aosda,night,some clouds,9,8,13,10
3,Càrn Aosda,AM,some clouds,12,10,17,14
4,Càrn Aosda,PM,some clouds,13,12,18,16
5,Càrn Aosda,night,some clouds,10,10,14,13
6,Càrn Aosda,AM,light rain,12,11,17,15
7,Càrn Aosda,PM,light rain,13,13,18,17
8,Càrn Aosda,night,light rain,11,10,14,13
9,Càrn Aosda,AM,light rain,10,10,14,13
10,Càrn Aosda,PM,light rain,10,9,13,12
11,Càrn Aosda,night,rain shwrs,8,5,11,9
12,Càrn Aosda,AM,some clouds,7,7,12,12
13,Càrn Aosda,PM,cloudy,8,8,13,12
14,Càrn Aosda,night,some clouds,9,7,12,10
15,Càrn Aosda,AM,some clouds,11,10,16,14
16,Càrn Aosda,PM,cloudy,13,12,17,17
17,Càrn Aosda,night,rain shwrs,12,12,15,14
0,Carn Dearg (Loch Ossian),AM,rain shwrs,8,8,15,13
1,Carn Dearg (Loch Ossian),PM,light rain,9,9,15,15
2,Carn Dearg (Loch Ossian),night,some clouds,9,8,12,11
3,Carn Dearg (Loch Ossian),AM,clear,11,10,18,15
4,Carn Dearg (Loch Ossian),PM,some clouds,12,12,19,19
5,Carn Dearg (Loch Ossian),night,some clouds,11,9,16,12
6,Carn Dearg (Loch Ossian),AM,rain shwrs,12,10,18,15
7,Carn Dearg (Loch Ossian),PM,some clouds,12,12,18,18
8,Carn Dearg (Loch Ossian),night,light rain,11,10,15,14
9,Carn Dearg (Loch Ossian),AM,rain shwrs,11,10,15,15
10,Carn Dearg (Loch Ossian),PM,light rain,10,9,15,14
11,Carn Dearg (Loch Ossian),night,rain shwrs,8,5,12,10
12,Carn Dearg (Loch Ossian),AM,some clouds,7,6,14,12
13,Carn Dearg (Loch Ossian),PM,light rain,8,8,14,13
14,Carn Dearg (Loch Ossian),night,some clouds,8,7,12,11
15,Carn Dearg (Loch Ossian),AM,some clouds,11,9,16,14
16,Carn Dearg (Loch Ossian),PM,light rain,11,11,15,14
17,Carn Dearg (Loch Ossian),night,light rain,11,11,14,13
0,Càrn Dearg (Monadh Liath),AM,rain shwrs,9,8,15,13
1,Càrn Dearg (Monadh Liath),PM,light rain,9,9,15,14
2,Càrn Dearg (Monadh Liath),night,some clouds,8,8,12,10
3,Càrn Dearg (Monadh Liath),AM,some clouds,11,10,17,14
4,Càrn Dearg (Monadh Liath),PM,cloudy,13,12,18,17
5,Càrn Dearg (Monadh Liath),night,cloudy,10,9,14,13
6,Càrn Dearg (Monadh Liath),AM,rain shwrs,12,10,17,15
7,Càrn Dearg (Monadh Liath),PM,light rain,13,13,18,18
8,Càrn Dearg (Monadh Liath),night,light rain,11,10,15,13
9,Càrn Dearg (Monadh Liath),AM,light rain,10,9,13,13
10,Càrn Dearg (Monadh Liath),PM,light rain,9,8,13,12
11,Càrn Dearg (Monadh Liath),night,some clouds,6,5,11,9
12,Càrn Dearg (Monadh Liath),AM,cloudy,7,6,12,12
13,Càrn Dearg (Monadh Liath),PM,cloudy,7,7,13,12
14,Càrn Dearg (Monadh Liath),night,some clouds,8,7,11,10
15,Càrn Dearg (Monadh Liath),AM,some clouds,11,10,16,13
16,Càrn Dearg (Monadh Liath),PM,cloudy,12,12,17,15
17,Càrn Dearg (Monadh Liath),night,light rain,11,11,14,13
0,Càrn Gorm,AM,rain shwrs,8,7,16,14
1,Càrn Gorm,PM,rain shwrs,9,8,17,16
2,Càrn Gorm,night,some clouds,8,8,13,11
3,Càrn Gorm,AM,clear,11,10,19,16
4,Càrn Gorm,PM,some clouds,12,12,20,19
5,Càrn Gorm,night,some clouds,11,9,17,12
6,Càrn Gorm,AM,rain shwrs,11,9,19,16
7,Càrn Gorm,PM,light rain,12,12,19,19
8,Càrn Gorm,night,some clouds,11,10,16,15
9,Càrn Gorm,AM,light rain,10,10,17,16
10,Càrn Gorm,PM,light rain,9,9,15,15
11,Càrn Gorm,night,rain shwrs,8,4,13,10
12,Càrn Gorm,AM,cloudy,6,5,15,13
13,Càrn Gorm,PM,rain shwrs,7,7,15,14
14,Càrn Gorm,night,some clouds,8,7,13,11
15,Càrn Gorm,AM,some clouds,11,9,17,15
16,Càrn Gorm,PM,cloudy,11,11,17,15
17,Càrn Gorm,night,light rain,11,11,15,13
0,Càrn Mairg,AM,rain shwrs,8,7,17,15
1,Càrn Mairg,PM,light rain,9,8,17,17
2,Càrn Mairg,night,some clouds,8,7,13,11
3,Càrn Mairg,AM,clear,11,10,19,16
4,Càrn Mairg,PM,cloudy,12,12,20,20
5,Càrn Mairg,night,some clouds,11,9,17,13
6,Càrn Mairg,AM,some clouds,11,9,19,16
7,Càrn Mairg,PM,light rain,12,12,20,19
8,Càrn Mairg,night,cloudy,11,10,16,15
9,Càrn Mairg,AM,light rain,10,10,17,16
10,Càrn Mairg,PM,light rain,9,9,15,15
11,Càrn Mairg,night,rain shwrs,8,4,13,10
12,Càrn Mairg,AM,cloudy,6,5,15,14
13,Càrn Mairg,PM,some clouds,7,7,15,15
14,Càrn Mairg,night,some clouds,8,7,13,11
15,Càrn Mairg,AM,some clouds,10,9,18,15
16,Càrn Mairg,PM,some clouds,11,11,17,15
17,Càrn Mairg,night,light rain,11,11,15,13
0,Càrn Mòr Dearg,AM,light rain,6,5,12,11
1,Càrn Mòr Dearg,PM,rain shwrs,6,6,12,12
2,Càrn Mòr Dearg,night,some clouds,8,6,11,10
3,Càrn Mòr Dearg,AM,clear,9,8,15,13
4,Càrn Mòr Dearg,PM,some clouds,10,9,16,16
5,Càrn Mòr Dearg,night,some clouds,9,7,12,11
6,Càrn Mòr Dearg,AM,rain shwrs,9,8,15,13
7,Càrn Mòr Dearg,PM,cloudy,9,9,15,15
8,Càrn Mòr Dearg,night,light rain,9,8,13,12
9,Càrn Mòr Dearg,AM,light rain,8,8,12,12
10,Càrn Mòr Dearg,PM,rain shwrs,8,7,13,13
11,Càrn Mòr Dearg,night,rain shwrs,5,3,11,8
12,Càrn Mòr Dearg,AM,cloudy,5,4,11,10
13,Càrn Mòr Dearg,PM,cloudy,5,5,11,10
14,Càrn Mòr Dearg,night,some clouds,7,5,10,10
15,Càrn Mòr Dearg,AM,some clouds,9,8,13,12
16,Càrn Mòr Dearg,PM,light rain,10,9,13,12
17,Càrn Mòr Dearg,night,light rain,10,10,13,12
0,Chno Dearg,AM,rain shwrs,8,7,16,14
1,Chno Dearg,PM,rain shwrs,8,8,16,16
2,Chno Dearg,night,some clouds,8,7,13,11
3,Chno Dearg,AM,clear,10,10,19,16
4,Chno Dearg,PM,some clouds,11,11,20,19
5,Chno Dearg,night,some clouds,10,8,16,13
6,Chno Dearg,AM,rain shwrs,11,9,19,16
7,Chno Dearg,PM,some clouds,11,11,19,19
8,Chno Dearg,night,light rain,10,9,16,15
9,Chno Dearg,AM,light rain,10,9,15,15
10,Chno Dearg,PM,rain shwrs,9,8,16,14
11,Chno Dearg,night,rain shwrs,7,4,13,11
12,Chno Dearg,AM,cloudy,6,5,14,13
13,Chno Dearg,PM,cloudy,7,7,14,13
14,Chno Dearg,night,some clouds,8,7,12,12
15,Chno Dearg,AM,some clouds,10,9,17,15
16,Chno Dearg,PM,cloudy,11,11,16,14
17,Chno Dearg,night,light rain,11,10,15,13
0,Creag Meagaidh,AM,rain shwrs,7,6,13,11
1,Creag Meagaidh,PM,rain shwrs,7,7,13,12
2,Creag Meagaidh,night,some clouds,8,7,11,9
3,Creag Meagaidh,AM,some clouds,9,9,15,13
4,Creag Meagaidh,PM,some clouds,11,11,16,16
5,Creag Meagaidh,night,some clouds,9,8,13,11
6,Creag Meagaidh,AM,rain shwrs,10,9,15,13
7,Creag Meagaidh,PM,some clouds,11,11,16,16
8,Creag Meagaidh,night,light rain,10,9,14,12
9,Creag Meagaidh,AM,light rain,9,8,13,12
10,Creag Meagaidh,PM,light rain,8,7,12,11
11,Creag Meagaidh,night,rain shwrs,6,4,10,8
12,Creag Meagaidh,AM,light rain,5,4,11,10
13,Creag Meagaidh,PM,cloudy,6,6,11,10
14,Creag Meagaidh,night,some clouds,7,6,10,10
15,Creag Meagaidh,AM,some clouds,10,8,15,12
16,Creag Meagaidh,PM,some clouds,11,10,14,13
17,Creag Meagaidh,night,light rain,11,10,13,12
0,Creag Mhòr,AM,rain shwrs,8,7,16,14
1,Creag Mhòr,PM,light rain,8,8,16,16
2,Creag Mhòr,night,some clouds,9,7,13,11
3,Creag Mhòr,AM,clear,10,10,18,16
4,Creag Mhòr,PM,some clouds,11,11,19,19
5,Creag Mhòr,night,clear,10,8,15,12
6,Creag Mhòr,AM,rain shwrs,11,9,19,16
7,Creag Mhòr,PM,some clouds,11,11,19,18
8,Creag Mhòr,night,light rain,11,9,16,15
9,Creag Mhòr,AM,rain shwrs,10,10,16,16
10,Creag Mhòr,PM,light rain,10,9,16,16
11,Creag Mhòr,night,rain shwrs,8,4,13,10
12,Creag Mhòr,AM,cloudy,6,5,14,13
13,Creag Mhòr,PM,some clouds,7,7,14,14
14,Creag Mhòr,night,some clouds,8,7,12,12
15,Creag Mhòr,AM,some clouds,10,9,15,14
16,Creag Mhòr,PM,light rain,11,10,15,13
17,Creag Mhòr,night,light rain,11,11,15,13
0,Creise,AM,rain shwrs,7,6,12,11
1,Creise,PM,rain shwrs,7,7,12,12
2,Creise,night,some clouds,8,7,11,10
3,Creise,AM,clear,10,9,15,13
4,Creise,PM,some clouds,11,10,16,15
5,Creise,night,some clouds,10,8,13,11
6,Creise,AM,rain shwrs,10,9,15,13
7,Creise,PM,some clouds,10,10,15,15
8,Creise,night,light rain,10,9,13,12
9,Creise,AM,light rain,9,9,13,13
10,Creise,PM,light rain,9,9,14,13
11,Creise,night,rain shwrs,7,4,11,8
12,Creise,AM,cloudy,6,5,11,10
13,Creise,PM,cloudy,6,6,11,10
14,Creise,night,cloudy,7,6,10,10
15,Creise,AM,rain shwrs,10,8,13,12
16,Creise,PM,light rain,11,10,12,12
17,Creise,night,light rain,11,10,13,12
0,Cruach Ardrain,AM,rain shwrs,8,7,13,11
1,Cruach Ardrain,PM,some clouds,8,8,13,12
2,Cruach Ardrain,night,some clouds,9,8,11,10
3,Cruach Ardrain,AM,clear,10,10,15,13
4,Cruach Ardrain,PM,some clouds,12,11,16,16
5,Cruach Ardrain,night,clear,11,9,13,11
6,Cruach Ardrain,AM,rain shwrs,11,9,15,13
7,Cruach Ardrain,PM,some clouds,11,11,16,16
8,Cruach Ardrain,night,light rain,11,10,14,13
9,Cruach Ardrain,AM,rain shwrs,10,10,14,14
10,Cruach Ardrain,PM,rain shwrs,10,10,14,13
11,Cruach Ardrain,night,rain shwrs,8,5,12,8
12,Cruach Ardrain,AM,some clouds,6,5,11,10
13,Cruach Ardrain,PM,some clouds,7,7,12,11
14,Cruach Ardrain,night,some clouds,8,7,10,10
15,Cruach Ardrain,AM,rain shwrs,10,9,13,12
16,Cruach Ardrain,PM,cloudy,11,10,12,12
17,Cruach Ardrain,night,light rain,11,11,13,12
0,Derry Cairngorm,AM,rain shwrs,8,6,15,13
1,Derry Cairngorm,PM,rain shwrs,8,8,15,15
2,Derry Cairngorm,night,some clouds,7,7,13,10
3,Derry Cairngorm,AM,some clouds,10,8,17,14
4,Derry Cairngorm,PM,some clouds,11,11,18,17
5,Derry Cairngorm,night,some clouds,9,8,15,14
6,Derry Cairngorm,AM,light rain,10,9,17,15
7,Derry Cairngorm,PM,light rain,11,11,18,18
8,Derry Cairngorm,night,light rain,10,9,15,14
9,Derry Cairngorm,AM,light rain,8,8,13,13
10,Derry Cairngorm,PM,light rain,8,7,13,12
11,Derry Cairngorm,night,rain shwrs,5,3,11,9
12,Derry Cairngorm,AM,some clouds,5,5,12,12
13,Derry Cairngorm,PM,light rain,6,6,13,12
14,Derry Cairngorm,night,some clouds,7,6,12,11
15,Derry Cairngorm,AM,some clouds,9,8,16,13
16,Derry Cairngorm,PM,cloudy,11,10,17,17
17,Derry Cairngorm,night,rain shwrs,11,10,15,14
0,Driesh,AM,some clouds,10,9,16,14
1,Driesh,PM,rain shwrs,11,10,16,15
2,Driesh,night,some clouds,9,7,13,10
3,Driesh,AM,some clouds,11,9,17,14
4,Driesh,PM,light rain,13,11,18,16
5,Driesh,night,some clouds,10,9,13,12
6,Driesh,AM,rain shwrs,12,11,17,15
7,Driesh,PM,light rain,13,12,18,16
8,Driesh,night,light rain,11,10,14,13
9,Driesh,AM,light rain,10,9,13,13
10,Driesh,PM,light rain,9,9,13,13
11,Driesh,night,rain shwrs,8,5,12,9
12,Driesh,AM,some clouds,7,7,13,12
13,Driesh,PM,some clouds,8,8,13,13
14,Driesh,night,some clouds,8,8,12,11
15,Driesh,AM,some clouds,11,9,16,14
16,Driesh,PM,some clouds,12,12,17,17
17,Driesh,night,rain shwrs,12,12,14,13
0,Geal-Chàrn,AM,rain shwrs,7,6,15,13
1,Geal-Chàrn,PM,light rain,7,7,15,15
2,Geal-Chàrn,night,some clouds,8,7,12,11
3,Geal-Chàrn,AM,clear,9,9,17,15
4,Geal-Chàrn,PM,some clouds,11,11,19,18
5,Geal-Chàrn,night,some clouds,10,8,16,12
6,Geal-Chàrn,AM,rain shwrs,10,8,18,15
7,Geal-Chàrn,PM,some clouds,11,11,18,18
8,Geal-Chàrn,night,light rain,10,9,15,14
9,Geal-Chàrn,AM,rain shwrs,9,9,15,14
10,Geal-Chàrn,PM,light rain,8,8,14,13
11,Geal-Chàrn,night,rain shwrs,6,4,12,10
12,Geal-Chàrn,AM,some clouds,5,4,13,12
13,Geal-Chàrn,PM,cloudy,6,6,13,12
14,Geal-Chàrn,night,some clouds,8,6,11,11
15,Geal-Chàrn,AM,some clouds,10,8,16,14
16,Geal-Chàrn,PM,cloudy,11,10,16,14
17,Geal-Chàrn,night,light rain,11,10,14,13
0,Glas Maol,AM,some clouds,9,7,16,14
1,Glas Maol,PM,rain shwrs,9,9,16,15
2,Glas Maol,night,some clouds,8,7,13,10
3,Glas Maol,AM,some clouds,11,9,17,14
4,Glas Maol,PM,cloudy,12,11,18,16
5,Glas Maol,night,some clouds,10,9,14,13
6,Glas Maol,AM,rain shwrs,11,10,18,15
7,Glas Maol,PM,light rain,12,11,18,17
8,Glas Maol,night,light rain,10,9,14,13
9,Glas Maol,AM,light rain,9,9,14,13
10,Glas Maol,PM,light rain,9,8,13,13
11,Glas Maol,night,rain shwrs,7,4,12,9
12,Glas Maol,AM,some clouds,6,6,13,12
13,Glas Maol,PM,some clouds,7,7,13,12
14,Glas Maol,night,some clouds,8,7,12,10
15,Glas Maol,AM,some clouds,10,9,16,14
16,Glas Maol,PM,some clouds,11,11,17,17
17,Glas Maol,night,rain shwrs,12,11,15,14
0,Glas Tulaichean,AM,some clouds,9,7,16,14
1,Glas Tulaichean,PM,rain shwrs,9,9,16,15
2,Glas Tulaichean,night,some clouds,8,7,13,10
3,Glas Tulaichean,AM,some clouds,11,9,17,14
4,Glas Tulaichean,PM,some clouds,12,11,18,16
5,Glas Tulaichean,night,some clouds,10,9,14,13
6,Glas Tulaichean,AM,light rain,11,10,17,15
7,Glas Tulaichean,PM,light rain,12,12,18,17
8,Glas Tulaichean,night,light rain,10,9,14,13
9,Glas Tulaichean,AM,light rain,9,9,14,13
10,Glas Tulaichean,PM,light rain,9,8,13,13
11,Glas Tulaichean,night,rain shwrs,7,4,12,9
12,Glas Tulaichean,AM,some clouds,6,6,13,12
13,Glas Tulaichean,PM,cloudy,7,7,13,12
14,Glas Tulaichean,night,some clouds,8,7,12,10
15,Glas Tulaichean,AM,some clouds,10,9,16,14
16,Glas Tulaichean,PM,cloudy,12,11,17,17
17,Glas Tulaichean,night,rain shwrs,12,11,15,14
0,Glenshee,AM,some clouds,9,8,13,11
1,Glenshee,PM,rain shwrs,10,9,13,12
2,Glenshee,night,some clouds,8,7,11,9
3,Glenshee,AM,some clouds,11,9,14,12
4,Glenshee,PM,some clouds,12,11,16,14
5,Glenshee,night,some clouds,10,9,12,11
6,Glenshee,AM,light rain,11,10,15,13
7,Glenshee,PM,light rain,12,12,15,15
8,Glenshee,night,light rain,10,10,13,12
9,Glenshee,AM,light rain,10,9,12,11
10,Glenshee,PM,light rain,9,8,11,10
11,Glenshee,night,rain shwrs,7,4,10,7
12,Glenshee,AM,some clouds,7,6,10,9
13,Glenshee,PM,cloudy,7,7,10,10
14,Glenshee,night,some clouds,8,7,10,9
15,Glenshee,AM,some clouds,10,9,14,12
16,Glenshee,PM,cloudy,12,11,15,14
17,Glenshee,night,rain shwrs,12,11,13,13
0,Lochnagar,AM,rain shwrs,8,7,17,15
1,Lochnagar,PM,rain shwrs,9,8,17,16
2,Lochnagar,night,rain shwrs,8,6,14,11
3,Lochnagar,AM,some clouds,10,7,19,15
4,Lochnagar,PM,some clouds,11,10,19,18
5,Lochnagar,night,some clouds,9,9,15,14
6,Lochnagar,AM,light rain,10,9,19,16
7,Lochnagar,PM,light rain,11,11,19,18
8,Lochnagar,night,light rain,10,9,15,14
9,Lochnagar,AM,light rain,9,8,14,14
10,Lochnagar,PM,light rain,8,7,14,13
11,Lochnagar,night,light rain,6,3,12,10
12,Lochnagar,AM,rain shwrs,5,5,13,13
13,Lochnagar,PM,light rain,6,6,14,13
14,Lochnagar,night,some clouds,7,6,13,11
15,Lochnagar,AM,some clouds,9,8,18,15
16,Lochnagar,PM,light rain,11,10,18,18
17,Lochnagar,night,rain shwrs,12,11,16,14
0,Meall a' Bhuiridh,AM,rain shwrs,7,6,12,11
1,Meall a' Bhuiridh,PM,rain shwrs,7,7,12,12
2,Meall a' Bhuiridh,night,some clouds,8,7,11,10
3,Meall a' Bhuiridh,AM,clear,10,9,15,13
4,Meall a' Bhuiridh,PM,some clouds,11,10,16,15
5,Meall a' Bhuiridh,night,some clouds,10,8,13,11
6,Meall a' Bhuiridh,AM,rain shwrs,10,9,15,13
7,Meall a' Bhuiridh,PM,some clouds,10,10,15,15
8,Meall a' Bhuiridh,night,light rain,10,9,13,12
9,Meall a' Bhuiridh,AM,light rain,9,9,13,13
10,Meall a' Bhuiridh,PM,light rain,9,9,13,13
11,Meall a' Bhuiridh,night,rain shwrs,7,4,11,8
12,Meall a' Bhuiridh,AM,cloudy,6,5,11,10
13,Meall a' Bhuiridh,PM,cloudy,6,6,11,11
14,Meall a' Bhuiridh,night,cloudy,7,6,10,10
15,Meall a' Bhuiridh,AM,rain shwrs,10,8,13,12
16,Meall a' Bhuiridh,PM,light rain,11,10,12,12
17,Meall a' Bhuiridh,night,light rain,11,10,13,12
